No,Classification,label,notation,easting,northing,lat,long,easting_count,northing_count,coordinate,wiskiID,dateOpened,datum,boreholeDepth,aquifer,dipped,logged,amount_dipped,start_dipped,end_dipped,amount_logged,start_logged,end_logged,CHARACTER,FLOW_MECHA,Elevation,distance,Top aquifer
1954,No trend,Baydon Hole,1b80651b-539a-42e5-aee2-b876dde28789,429571,178713,51.506575,-1.575319,1,1,,SU27_63,8/3/1973,166.9,81,Chalk,http://environment.data.gov.uk/hydrology/id/measures/1b80651b-539a-42e5-aee2-b876dde28789-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/1b80651b-539a-42e5-aee2-b876dde28789-gw-logged-i-subdaily-mAOD-qualified,1697,8/3/1973,2/28/2023,192610,3/19/2002,3/14/2024,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,163.2089691,24939.81947,Chalk
1955,No trend,Stonehouse,5ccb1b59-d0c9-4605-8050-bb9ee8612756,359615,323015,52.803158,-2.600468,1,1,,2082GW,7/28/1982,71.34,,,,http://environment.data.gov.uk/hydrology/id/measures/5ccb1b59-d0c9-4605-8050-bb9ee8612756-gw-logged-i-subdaily-mAOD-qualified,,,,59820,7/28/1982,1/26/2024,Highly productive aquifer,Significant intergranular flow,71.06117249,1135.51128,Permian Sandstones
1956,No trend,Roud,e8d64459-6ddb-4af8-835a-783905958a51,451475,79785,50.61551,-1.273788,2,1,,40101027,2/28/1978,41.98,31.72,Lower Greensand Group (undivided),http://environment.data.gov.uk/hydrology/id/measures/e8d64459-6ddb-4af8-835a-783905958a51-gw-dipped-i-mAOD-qualified,,4193,2/28/1978,1/19/2024,,,,Highly productive aquifer,Significant intergranular flow,42.23931122,65504.32812,Lower Greensand
1957,,Coleby,4000ef7b-d97a-4be1-9926-b616eb6fb808,500795,361435,53.140531,-0.494617,1,1,,2_547,8/16/1974,55.07,15.5,Lincolnshire Limestone,http://environment.data.gov.uk/hydrology/id/measures/4000ef7b-d97a-4be1-9926-b616eb6fb808-gw-dipped-i-mAOD-qualified,,629,8/16/1974,1/9/2024,,,,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,55.14783478,5836.463533,Oolites
1958,Sudden downward change,Pim Hill,7aaf402b-ebb0-4e52-b1ad-604c3a857eba,348655,320295,52.777775,-2.762597,1,3,,2850,4/27/1998,102.57,,,,http://environment.data.gov.uk/hydrology/id/measures/7aaf402b-ebb0-4e52-b1ad-604c3a857eba-gw-logged-i-subdaily-mAOD-qualified,,,,190905,4/27/1998,3/1/2024,Highly productive aquifer,Significant intergranular flow,102.0467377,3235.613674,Triassic sandstones
1959,No trend,Chells Manor,f55d4183-3033-4d79-8ff9-50462b931ff8,526660,225310,51.911922,-0.159994,1,1,,TL22_6,6/3/1982,118.01,,Chalk,http://environment.data.gov.uk/hydrology/id/measures/f55d4183-3033-4d79-8ff9-50462b931ff8-gw-dipped-i-mAOD-qualified,,436,6/3/1982,11/6/2023,,,,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,118.6923294,41669.37332,Lower Greensand
1960,,Monkton Farleigh,dc6134b6-3a36-4cd2-a352-bd861565dd19,381204,165090,51.384536,-2.271477,1,1,,91496203,5/22/2008,,,,http://environment.data.gov.uk/hydrology/id/measures/dc6134b6-3a36-4cd2-a352-bd861565dd19-gw-dipped-i-mAOD-qualified,,165,5/22/2008,1/17/2024,,,,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,116.5248566,524.5069789,Oolites
1961,Slow decreasing,Little Bradley,6440d0dc-0b0b-410e-a916-db95525b6997,567946,251851,52.139418,0.452724,1,1,,TL65_710,4/16/1986,71.23,,,http://environment.data.gov.uk/hydrology/id/measures/6440d0dc-0b0b-410e-a916-db95525b6997-gw-dipped-i-mAOD-qualified,,649,4/16/1986,1/16/2024,,,,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,70.88093567,62965.58027,Chalk
1962,No trend,Lower Austin Lodge,fa226eed-fed2-441b-b952-abbead106e59,553810,163780,51.352279,0.207418,1,1,,441325002,8/21/1963,67.08,,,http://environment.data.gov.uk/hydrology/id/measures/fa226eed-fed2-441b-b952-abbead106e59-gw-dipped-i-mAOD-qualified,,759,8/21/1963,12/4/2023,,,,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,67.1762085,16248.37176,Chalk
1963,Slow decreasing,Lodge Farm Thelnetham,e003a4ac-45ea-4142-b0a7-253011f33164,601285,277705,52.360416,0.954648,1,1,,TM07_145,10/31/1986,30.94,,,http://environment.data.gov.uk/hydrology/id/measures/e003a4ac-45ea-4142-b0a7-253011f33164-gw-dipped-i-mAOD-qualified,,398,10/31/1986,9/3/2021,,,,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,30.72333908,76758.82202,Chalk
1964,,White Gates Farm,a2fa563e-9f8a-4590-8820-a78c024f8ef4,582923,165092,51.355446,0.625737,1,1,,642221002,9/21/1982,33.74,,,http://environment.data.gov.uk/hydrology/id/measures/a2fa563e-9f8a-4590-8820-a78c024f8ef4-gw-dipped-i-mAOD-qualified,,446,9/21/1982,12/5/2023,,,,Moderately productive aquifer,Significant intergranular flow,34.03531265,25007.48446,Chalk
1965,No trend,Bridge Cottage,6ac902c7-e8c1-40fc-a6d2-4c648168ad22,427455,143755,51.192358,-1.608492,1,1,,141806359,3/15/1959,92.66,19.2,Newhaven Chalk Member,http://environment.data.gov.uk/hydrology/id/measures/6ac902c7-e8c1-40fc-a6d2-4c648168ad22-gw-dipped-i-mAOD-qualified,,432,3/15/1959,1/22/2024,,,,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,95.02534485,23593.92854,Chalk
1966,No trend,Frankbrook,159db85a-9154-493b-babb-90964b7d7841_26119,343115,319825,52.772994,-2.844633,1,1,,26119,2/5/1993,73.23,,,,http://environment.data.gov.uk/hydrology/id/measures/159db85a-9154-493b-babb-90964b7d7841_26119-gw-logged-i-subdaily-mAOD-qualified,,,,210455,2/5/1993,3/1/2024,Highly productive aquifer,Significant intergranular flow,73.025177,1204.718992,Permian Sandstones
1967,Slow decreasing,Frankbrook,159db85a-9154-493b-babb-90964b7d7841_0136GW,343145,319795,52.772728,-2.844184,1,1,,0136GW,7/23/1975,69.01,,,http://environment.data.gov.uk/hydrology/id/measures/159db85a-9154-493b-babb-90964b7d7841_0136GW-gw-dipped-i-mAOD-qualified,,782,7/23/1975,12/14/2023,,,,Highly productive aquifer,Significant intergranular flow,68.81440735,1247.056851,Permian Sandstones
1968,,Thornton Hough,55cbe991-a96e-4ef2-812c-35319509ee80,331168,381290,53.324025,-3.034847,1,1,,SJ38_78,3/7/1986,44.2,,,,http://environment.data.gov.uk/hydrology/id/measures/55cbe991-a96e-4ef2-812c-35319509ee80-gw-logged-i-subdaily-mAOD-qualified,,,,134041,3/7/1986,9/17/2023,Highly productive aquifer,Significant intergranular flow,43.61977005,4145.483716,Triassic sandstones
1969,,Halling,bb36d385-dd0a-48a9-bf79-c201dec2daaa,570511,164282,51.352027,0.447271,1,1,,442131001,11/2/1982,4.97,,,http://environment.data.gov.uk/hydrology/id/measures/bb36d385-dd0a-48a9-bf79-c201dec2daaa-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/bb36d385-dd0a-48a9-bf79-c201dec2daaa-gw-logged-i-subdaily-mAOD-qualified,322,11/2/1982,9/1/2023,153102,3/15/2006,9/1/2023,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,4.55519104,18644.21446,Chalk
1970,No trend,Glebelands,71d6d60a-d36a-400c-9031-1a4cb3791d93,440478,465078,54.080025,-1.382795,1,1,,SE46GL00SS,1/13/1976,41.09,,SS,http://environment.data.gov.uk/hydrology/id/measures/71d6d60a-d36a-400c-9031-1a4cb3791d93-gw-dipped-i-mAOD-qualified,,587,1/13/1976,12/20/2023,,,,Highly productive aquifer,Significant intergranular flow,40.53210449,1412.552317,Triassic sandstones
1971,Slow decreasing,Illington Belt,db26a2f1-1763-4e5a-9181-c08aa262ad39,594825,288803,52.462395,0.866365,1,1,,TL98_032,6/20/1977,38.37,,,,http://environment.data.gov.uk/hydrology/id/measures/db26a2f1-1763-4e5a-9181-c08aa262ad39-gw-logged-i-subdaily-mAOD-qualified,,,,88017,6/20/1977,11/1/2021,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,37.49933624,67238.77492,Chalk
1972,No trend,Shefford Woodlands,a25a516b-596b-4b82-9b32-ee25a4104248,436550,173140,51.456061,-1.475342,1,1,,SU37_9,8/4/1969,165.04,,,http://environment.data.gov.uk/hydrology/id/measures/a25a516b-596b-4b82-9b32-ee25a4104248-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/a25a516b-596b-4b82-9b32-ee25a4104248-gw-logged-i-subdaily-mAOD-qualified,1322,8/4/1969,10/28/2022,18823,1/14/2022,3/14/2024,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,165.987381,33774.17209,Chalk
1973,Slow increasing,Silverlake Farm,d93ce273-d0d9-4dd0-892b-84937ea34012,361458,115435,50.93706,-2.549878,1,1,,97259000,12/23/1976,,,,http://environment.data.gov.uk/hydrology/id/measures/d93ce273-d0d9-4dd0-892b-84937ea34012-gw-dipped-i-mAOD-qualified,,593,12/23/1976,1/19/2024,,,,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,54.2088623,2958.843656,Oolites
1974,No trend,Hagley Treherns Farm,255937fc-f7e9-431a-8573-d992768681ba,390755,281125,52.428019,-2.137383,1,1,,0151GW,5/15/1973,116.91,,,http://environment.data.gov.uk/hydrology/id/measures/255937fc-f7e9-431a-8573-d992768681ba-gw-dipped-i-mAOD-qualified,,786,5/15/1973,1/18/2024,,,,Highly productive aquifer,Significant intergranular flow,115.3936081,872.0701436,Triassic sandstones
1975,No trend,Rodbridge Corner,be75949f-4213-4388-bc34-a9b0a09c2912,585718,243969,52.062951,0.707828,1,1,,TL84_541,2/28/1982,30.65,,,http://environment.data.gov.uk/hydrology/id/measures/be75949f-4213-4388-bc34-a9b0a09c2912-gw-dipped-i-mAOD-qualified,,427,2/28/1982,1/16/2024,,,,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,29.79055023,70154.28719,Chalk
1976,Slow increasing,Beacon Hill Bulford,14fd3092-e198-4405-aa34-a058dfbcdbec,420930,144362,51.198091,-1.701828,1,1,,90124104,12/19/2003,,,,http://environment.data.gov.uk/hydrology/id/measures/14fd3092-e198-4405-aa34-a058dfbcdbec-gw-dipped-i-mAOD-qualified,,214,12/19/2003,1/19/2024,,,,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,184.4395905,19301.51191,Chalk
1977,No trend,Knatts Valley,68fd98a6-b9e1-49d4-b72b-a23eade6327f,556475,161232,51.328659,0.244539,1,1,,441324002,4/20/1961,129.69,,,http://environment.data.gov.uk/hydrology/id/measures/68fd98a6-b9e1-49d4-b72b-a23eade6327f-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/68fd98a6-b9e1-49d4-b72b-a23eade6327f-gw-logged-i-subdaily-mAOD-qualified,859,4/20/1961,9/15/2020,89805,6/18/2010,9/15/2020,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,129.4821167,13723.95307,Chalk
1978,No trend,Lower Road Chinnor,e9d08c2f-e8b3-4f60-895c-9acd9cfe9cf6,475215,201245,51.704907,-0.91293,1,1,,SP70_51,9/17/1975,112.13,11.28,Upper Greensand,http://environment.data.gov.uk/hydrology/id/measures/e9d08c2f-e8b3-4f60-895c-9acd9cfe9cf6-gw-dipped-i-mAOD-qualified,,1357,9/17/1975,8/16/2023,,,,Moderately productive aquifer,Significant intergranular flow,112.6610718,9648.050832,Lower Greensand
1979,,Over Compton,c5cab36f-7c64-467d-9b94-b1c3789d5443,359293,116919,50.950255,-2.580854,1,1,,97221000,4/2/2008,,,,,http://environment.data.gov.uk/hydrology/id/measures/c5cab36f-7c64-467d-9b94-b1c3789d5443-gw-logged-i-subdaily-mAOD-qualified,,,,453642,4/2/2008,2/26/2024,Rocks with essentially no groundwater,,59.87353134,554.7058529,Triassic sandstones
1980,Slow increasing,Pigeon House Lane,a9e9674a-8aed-4cf9-9bee-641dc523887f,491755,171785,51.437636,-0.681321,1,1,,SU97_114,7/18/1997,,180,Chalk,http://environment.data.gov.uk/hydrology/id/measures/a9e9674a-8aed-4cf9-9bee-641dc523887f-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/a9e9674a-8aed-4cf9-9bee-641dc523887f-gw-logged-i-subdaily-mAOD-qualified,399,7/18/1997,12/13/2021,195575,11/16/2001,3/14/2024,Rocks with essentially no groundwater,,66.07589722,15785.97712,Chalk
1981,,Church Farm Ryarsh,d3919c65-86c4-47af-9a87-85a69ebbe060,567246,159050,51.305993,0.397974,1,1,,442113002,4/27/1972,33.71,,,http://environment.data.gov.uk/hydrology/id/measures/d3919c65-86c4-47af-9a87-85a69ebbe060-gw-dipped-i-mAOD-qualified,,486,4/27/1972,10/2/2019,,,,Highly productive aquifer,Significant intergranular flow,32.53902435,13020.98232,Lower Greensand
1982,Slow increasing,Birmingham University,0957e811-a4b7-45c1-8b50-2896a1598fe6,404685,283455,52.449027,-1.932486,1,1,,1229GW,6/7/1994,135.23,,,http://environment.data.gov.uk/hydrology/id/measures/0957e811-a4b7-45c1-8b50-2896a1598fe6-gw-dipped-i-mAOD-qualified,,340,6/7/1994,1/31/2024,,,,Highly productive aquifer,Significant intergranular flow,132.5200348,315.4163344,Triassic sandstones
1983,No trend,St James Well,0d13a50b-56be-4e30-acfb-5ecb5d7004da,512055,145405,51.196881,-0.397663,1,1,,TQ14_20,9/24/1976,177.6,44,Lower Greensand,http://environment.data.gov.uk/hydrology/id/measures/0d13a50b-56be-4e30-acfb-5ecb5d7004da-gw-dipped-i-mAOD-qualified,,235,9/24/1976,10/16/2023,,,,Highly productive aquifer,Significant intergranular flow,177.7913513,10618.09568,Lower Greensand
1984,No trend,Oldfen Plantation,58aaa5b7-4b73-4d31-b228-4a5b010bfe23,571064,325816,52.802761,0.53616,1,1,,TF72_117,8/7/1992,14.6,,,http://environment.data.gov.uk/hydrology/id/measures/58aaa5b7-4b73-4d31-b228-4a5b010bfe23-gw-dipped-i-mAOD-qualified,,349,8/7/1992,1/2/2024,,,,Rocks with essentially no groundwater,,14.88070297,46308.87408,Oolites
1985,No trend,Kilkenny Cottages,a16ae387-8931-44c9-95a8-b2efba08ccaf,413570,208800,51.777699,-1.804706,1,1,,SP10_91,11/20/1979,127.94,8,Great Oolite,http://environment.data.gov.uk/hydrology/id/measures/a16ae387-8931-44c9-95a8-b2efba08ccaf-gw-dipped-i-mAOD-qualified,,498,11/20/1979,1/12/2024,,,,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,127.2141113,417.0779464,Oolites
1986,No trend,Wyndhams Lodge Corham,0bd44f27-baca-4e4e-b2bd-1c4399a62cfd,458655,120655,50.982319,-1.165799,2,1,,142502277,7/20/1966,87.57,36.8,Lewes Nodular Chalk Member,http://environment.data.gov.uk/hydrology/id/measures/0bd44f27-baca-4e4e-b2bd-1c4399a62cfd-gw-dipped-i-mAOD-qualified,,406,7/20/1966,1/23/2024,,,,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,89.116745,43231.91497,Chalk
1987,,Houghall,dc33b3e5-339c-42e8-a9a6-c2369a5a9a77,428001,540399,54.757742,-1.566413,1,1,,24-5-150,9/11/1993,,,,http://environment.data.gov.uk/hydrology/id/measures/dc33b3e5-339c-42e8-a9a6-c2369a5a9a77-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/dc33b3e5-339c-42e8-a9a6-c2369a5a9a77-gw-logged-i-subdaily-mAOD-qualified,226,1/23/2003,12/20/2023,305359,9/11/1993,10/23/2023,Moderately productive aquifer,Flow is virtually all through fractures and other discontinuities,37.63032532,6189.380493,Fell Sandstone& Border Group
1988,No trend,Roast Green,6b73bb4f-f232-4b00-9a0c-760389430ed1,546066,232820,51.97465,0.125126,1,1,,TL43_001,10/29/1964,113.07,,,http://environment.data.gov.uk/hydrology/id/measures/6b73bb4f-f232-4b00-9a0c-760389430ed1-gw-dipped-i-mAOD-qualified,,655,10/29/1964,6/6/2023,,,,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,113.2193909,49854.16509,Lower Greensand
1989,,Ballscroft,d08673aa-6c28-49ce-b037-0643aceb6723,637448,321063,52.735013,1.515731,1,1,,TG32_710,8/9/2010,2.06,,,,http://environment.data.gov.uk/hydrology/id/measures/d08673aa-6c28-49ce-b037-0643aceb6723-gw-logged-i-subdaily-mAOD-qualified,,,,112823,8/9/2010,10/10/2023,Moderately productive aquifer,Significant intergranular flow,0.938652396,109002.3437,Crag
1990,No trend,Thornhill Waters,3f428fc5-3130-404d-9df7-5a0b3cc264b8,417440,200130,51.699641,-1.749045,1,1,,GP06_12,10/14/2004,78.79,,Pleistocene Sands and Gravels,http://environment.data.gov.uk/hydrology/id/measures/3f428fc5-3130-404d-9df7-5a0b3cc264b8-gw-dipped-i-mAOD-qualified,,208,10/14/2004,1/18/2024,,,,Rocks with essentially no groundwater,,78.45342255,1500.311616,Oolites
1991,,Moor Farm Godshill,1dee2d92-4a0f-4644-83e6-ff1a8dc3c3f2,453175,82465,50.639456,-1.249378,1,1,,40101015,9/30/1977,29.07,8,Lower Greensand Group (undivided),http://environment.data.gov.uk/hydrology/id/measures/1dee2d92-4a0f-4644-83e6-ff1a8dc3c3f2-gw-dipped-i-mAOD-qualified,,515,9/30/1977,1/19/2024,,,,Highly productive aquifer,Significant intergranular flow,28.43565559,64340.26874,Lower Greensand
1992,,Littlebourne Mill Gravel,3824107b-582b-40be-bedb-3bc60489a1c0_644601004,621571,158129,51.27919,1.175635,2,2,same,644601004,4/8/1999,7.3,,,http://environment.data.gov.uk/hydrology/id/measures/3824107b-582b-40be-bedb-3bc60489a1c0_644601004-gw-dipped-i-mAOD-qualified,,6675,4/8/1999,4/20/2020,,,,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,7.313562393,39225.31152,Chalk
1993,,Littlebourne Mill Chalk,3824107b-582b-40be-bedb-3bc60489a1c0_644601005,621571,158129,51.27919,1.175635,2,2,same,644601005,4/8/1999,7.19,,,http://environment.data.gov.uk/hydrology/id/measures/3824107b-582b-40be-bedb-3bc60489a1c0_644601005-gw-dipped-i-mAOD-qualified,,5307,4/8/1999,12/7/2023,,,,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,7.313562393,39225.31152,Chalk
1994,,Highfields,121b11ac-11c9-4d9a-9957-9a98fee39cea,365480,386580,53.374929,-2.520326,1,1,,SJ68_42,4/25/2005,35.93,,,,http://environment.data.gov.uk/hydrology/id/measures/121b11ac-11c9-4d9a-9957-9a98fee39cea-gw-logged-i-subdaily-mAOD-qualified,,,,101853,4/25/2005,9/18/2023,Highly productive aquifer,Significant intergranular flow,36.03205109,3782.890541,Triassic sandstones
1995,,Lower Farm Grimston,6e84dbbe-71dd-45f0-9d96-8aa09ff402bb,565716,322661,52.776093,0.455311,1,1,,TF62_004,1/4/1984,23.25,,,http://environment.data.gov.uk/hydrology/id/measures/6e84dbbe-71dd-45f0-9d96-8aa09ff402bb-gw-dipped-i-mAOD-qualified,,324,1/4/1984,1/2/2024,,,,Moderately productive aquifer,Significant intergranular flow,22.8481636,40117.65835,Oolites
1996,,Riddles Lane,928b8d30-7caa-4f11-abb1-f6607223fdeb,589250,162638,51.331335,0.715193,1,1,,642224003,4/15/1982,40.8,,,http://environment.data.gov.uk/hydrology/id/measures/928b8d30-7caa-4f11-abb1-f6607223fdeb-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/928b8d30-7caa-4f11-abb1-f6607223fdeb-gw-logged-i-subdaily-mAOD-qualified,4316,4/15/1982,9/5/2023,264319,10/1/2001,12/11/2023,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,40.3435936,24638.24648,Chalk
1997,No trend,Goodworth Clatford,d87568e4-90a9-4c7c-9b57-d66a398c640f,436005,140335,51.161134,-1.486487,1,1,,1418061007,3/15/2004,73.44,46,Chalk Group (undivided),http://environment.data.gov.uk/hydrology/id/measures/d87568e4-90a9-4c7c-9b57-d66a398c640f-gw-dipped-i-mAOD-qualified,,238,3/15/2004,1/22/2024,,,,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,73.25449371,29389.19102,Chalk
1998,No trend,Midhurst Madams Farm,43494e61-22e2-4a9a-92b2-da89d3262bb4,488865,125055,51.018011,-0.734461,1,1,,244330014,1/25/1984,144.56,58.5,Hythe Formation (Lower Greensand),http://environment.data.gov.uk/hydrology/id/measures/43494e61-22e2-4a9a-92b2-da89d3262bb4-gw-dipped-i-mAOD-qualified,,395,1/25/1984,1/3/2024,,,,Highly productive aquifer,Significant intergranular flow,144.648056,12807.22927,Lower Greensand
1999,Slow decreasing,Rustling End,463cf6e7-5b11-49fa-be29-80eb0dee140a,521000,221300,51.877143,-0.243643,1,1,,TL22_92,8/9/1999,133.5,125,Chalk,http://environment.data.gov.uk/hydrology/id/measures/463cf6e7-5b11-49fa-be29-80eb0dee140a-gw-dipped-i-mAOD-qualified,,257,8/9/1999,6/5/2023,,,,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,132.9662018,38266.7676,Lower Greensand
2000,,Tudor House,4ba4341b-a7df-42b9-9810-2aa00eedffd4,616405,149524,51.203913,1.096483,1,1,,644650005,1/5/1976,79.77,,,http://environment.data.gov.uk/hydrology/id/measures/4ba4341b-a7df-42b9-9810-2aa00eedffd4-gw-dipped-i-mAOD-qualified,,360,1/5/1976,12/1/2023,,,,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,79.31156158,29800.57425,Lower Greensand
2001,No trend,Shrubhill Farm,0338286a-9ad3-42f6-8d03-49d908987607,566163,288062,52.465206,0.44455,1,1,,TL68_001,1/6/1978,-1.2,,,http://environment.data.gov.uk/hydrology/id/measures/0338286a-9ad3-42f6-8d03-49d908987607-gw-dipped-i-mAOD-qualified,,328,1/6/1978,1/3/2024,,,,Rocks with essentially no groundwater,,2.633359432,40360.62463,Lower Greensand
2002,,White Floods Stoke,02f97ee3-a843-4db3-a34d-62988f679994,441995,151072,51.257267,-1.399579,1,1,,141802512,3/11/1968,86.41,9.59,Chalk Group (undivided),http://environment.data.gov.uk/hydrology/id/measures/02f97ee3-a843-4db3-a34d-62988f679994-gw-dipped-i-mAOD-qualified,,102,3/11/1968,10/26/2023,,,,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,112.8937607,39702.6422,Chalk
