No,label,dipped,logged,easting,northing,lat,long,Revised aquifers,CHARACTER,FLOW_MECHA,Elevation of station,state,data amount,mean_depth,max_depth,min_depth,first year,last year,total year,cover year,classification,ts_slope (cm/year),pw_R2,windows,start year,end year,regions,5km circle,Irrigation intensity,LTA_PR
1973,Silverlake Farm,http://environment.data.gov.uk/hydrology/id/measures/d93ce273-d0d9-4dd0-892b-84937ea34012-gw-dipped-i-mAOD-qualified,,361458,115435,50.93706,-2.549878,Triassic Sandstone,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,54.2088623,qualified,561,13.03740062,19.6388623,4.1688623,10/1/1976,10/1/2023,48,46,Slow increasing,-9.908730159,0.250050274,36,10/1/1988,10/1/2023,South West,276.9595875,51,0.093617765
1974,Hagley Treherns Farm,http://environment.data.gov.uk/hydrology/id/measures/255937fc-f7e9-431a-8573-d992768681ba-gw-dipped-i-mAOD-qualified,,390755,281125,52.428019,-2.137383,Unallocated to aquifers,Highly productive aquifer,Significant intergranular flow,115.3936081,qualified,683,28.02214031,28.7236081,27.3336081,10/1/1973,10/1/2020,48,47,No trend,-0.618295019,0.354970773,47,10/1/1974,10/1/2020,Midlands,1223.250903,1001,0.52289356
1975,Rodbridge Corner,http://environment.data.gov.uk/hydrology/id/measures/be75949f-4213-4388-bc34-a9b0a09c2912-gw-dipped-i-mAOD-qualified,,585718,243969,52.062951,0.707828,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,29.79055023,qualified,344,3.917003718,5.13055023,2.12055023,10/1/1981,10/1/2023,43,37,No trend,1.767037037,0.225282767,27,10/1/1982,10/1/2008,Anglian,286.1306258,1001,0.302450735
1976,Beacon Hill Bulford,http://environment.data.gov.uk/hydrology/id/measures/14fd3092-e198-4405-aa34-a058dfbcdbec-gw-dipped-i-mAOD-qualified,,420930,144362,51.198091,-1.701828,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,184.4395905,qualified,216,102.4909053,106.3395905,98.4795905,10/1/2003,10/1/2023,21,21,Slow increasing,-2.548730159,0.095441101,5,10/1/2019,10/1/2023,South West,206.519447,51,0.842074213
1977,Knatts Valley,http://environment.data.gov.uk/hydrology/id/measures/68fd98a6-b9e1-49d4-b72b-a23eade6327f-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/68fd98a6-b9e1-49d4-b72b-a23eade6327f-gw-logged-i-subdaily-mAOD-qualified,556475,161232,51.328659,0.244539,Lower Greensand,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,129.4821167,qualified,2453,44.55093855,49.5321167,29.8021167,10/1/1960,10/1/2019,60,55,No trend,1.050793651,0.027523164,47,10/1/1960,10/1/2006,Southern,363.4880879,1,0.618556513
1978,Lower Road Chinnor,http://environment.data.gov.uk/hydrology/id/measures/e9d08c2f-e8b3-4f60-895c-9acd9cfe9cf6-gw-dipped-i-mAOD-qualified,,475215,201245,51.704907,-0.91293,Lower Greensand,Moderately productive aquifer,Significant intergranular flow,112.6610718,qualified,1340,5.950224785,8.8510718,2.9210718,10/1/1975,10/1/2022,48,47,No trend,1.305550295,0.156489194,11,10/1/2001,10/1/2011,Thames,179.301419,51,0.603563246
1979,Over Compton,,http://environment.data.gov.uk/hydrology/id/measures/c5cab36f-7c64-467d-9b94-b1c3789d5443-gw-logged-i-subdaily-mAOD-qualified,359293,116919,50.950255,-2.580854,Triassic Sandstone,Rocks with essentially no groundwater,,59.87353134,qualified,4505,2.900660376,4.57353134,0.596552173,10/1/2008,10/1/2023,16,15,Slow increasing,-4.464541177,0.315518541,7,10/1/2017,10/1/2023,South West,546.9086733,51,0.967641787
1980,Pigeon House Lane,http://environment.data.gov.uk/hydrology/id/measures/a9e9674a-8aed-4cf9-9bee-641dc523887f-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/a9e9674a-8aed-4cf9-9bee-641dc523887f-gw-logged-i-subdaily-mAOD-qualified,491755,171785,51.437636,-0.681321,Chalk,Rocks with essentially no groundwater,,66.07589722,qualified,7106,41.50581521,42.58756389,40.62723055,10/1/1996,10/1/2023,28,27,Slow increasing,-6.99696881,0.897846238,22,10/1/1997,10/1/2018,Thames,680.4867261,251,0.068349976
1981,Church Farm Ryarsh,http://environment.data.gov.uk/hydrology/id/measures/d3919c65-86c4-47af-9a87-85a69ebbe060-gw-dipped-i-mAOD-qualified,,567246,159050,51.305993,0.397974,Lower Greensand,Highly productive aquifer,Significant intergranular flow,32.53902435,qualified,460,2.048806959,3.74902435,0.16902435,10/1/1971,10/1/2017,47,43,Slow increasing,-2.164141414,0.289661414,47,10/1/1971,10/1/2017,Southern,587.7672293,251,0.516637132
1982,Birmingham University,http://environment.data.gov.uk/hydrology/id/measures/0957e811-a4b7-45c1-8b50-2896a1598fe6-gw-dipped-i-mAOD-qualified,,404685,283455,52.449027,-1.932486,Triassic Sandstone,Highly productive aquifer,Significant intergranular flow,132.5200348,qualified,311,4.065758273,5.8700348,2.6700348,10/1/1993,10/1/2022,30,29,Slow increasing,-7.825644142,0.957982458,24,10/1/1993,10/1/2016,Midlands,4926.837927,501,0.484574407
1983,St James Well,http://environment.data.gov.uk/hydrology/id/measures/0d13a50b-56be-4e30-acfb-5ecb5d7004da-gw-dipped-i-mAOD-qualified,,512055,145405,51.196881,-0.397663,Lower Greensand,Highly productive aquifer,Significant intergranular flow,177.7913513,qualified,139,43.05969662,44.6213513,40.2413513,10/1/1976,10/1/2023,48,27,No trend,-0.407017544,0.043188219,28,10/1/1976,10/1/2003,Thames,128.5198562,501,0.809740366
1984,Oldfen Plantation,http://environment.data.gov.uk/hydrology/id/measures/58aaa5b7-4b73-4d31-b228-4a5b010bfe23-gw-dipped-i-mAOD-qualified,,571064,325816,52.802761,0.53616,Oolites,Rocks with essentially no groundwater,,14.88070297,qualified,222,1.871333601,2.16070297,1.56070297,10/1/1998,10/1/2023,26,24,No trend,0.44375246,0.43126143,10,10/1/2000,10/1/2009,Anglian,67.55312162,1001,0.372856755
1985,Kilkenny Cottages,http://environment.data.gov.uk/hydrology/id/measures/a16ae387-8931-44c9-95a8-b2efba08ccaf-gw-dipped-i-mAOD-qualified,,413570,208800,51.777699,-1.804706,Oolites,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,127.2141113,qualified,494,6.949860288,8.0341113,5.2741113,10/1/1979,10/1/2023,45,43,No trend,-0.28030303,0.281481817,11,10/1/2013,10/1/2023,Thames,41.34935424,51,0.629152153
1986,Wyndhams Lodge Corham,http://environment.data.gov.uk/hydrology/id/measures/0bd44f27-baca-4e4e-b2bd-1c4399a62cfd-gw-dipped-i-mAOD-qualified,,458655,120655,50.982319,-1.165799,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,89.116745,qualified,370,31.23593419,38.516745,12.756745,10/1/1967,10/1/2023,57,49,No trend,-1.332129995,0.234517477,2,10/1/2022,10/1/2023,Southern,149.49534,101,1.049499198
1987,Houghall,http://environment.data.gov.uk/hydrology/id/measures/dc33b3e5-339c-42e8-a9a6-c2369a5a9a77-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/dc33b3e5-339c-42e8-a9a6-c2369a5a9a77-gw-logged-i-subdaily-mAOD-qualified,428001,540399,54.757742,-1.566413,Fell Sandstone& Border Group,Moderately productive aquifer,Flow is virtually all through fractures and other discontinuities,37.63032532,qualified,10412,2.321251771,5.983241987,-0.606466347,10/1/1993,10/1/2023,31,31,Sudden upward change,-17.12929178,0.932913163,12,10/1/1996,10/1/2007,North East,759.6699565,1,0.298172658
1988,Roast Green,http://environment.data.gov.uk/hydrology/id/measures/6b73bb4f-f232-4b00-9a0c-760389430ed1-gw-dipped-i-mAOD-qualified,,546066,232820,51.97465,0.125126,Lower Greensand,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,113.2193909,qualified,225,38.63965757,40.2393909,37.1893909,10/1/1999,10/1/2022,24,22,Slow decreasing,3.551111111,0.173335241,19,10/1/2003,10/1/2021,Thames,117.4145211,101,0.099800027
1989,Ballscroft,,http://environment.data.gov.uk/hydrology/id/measures/d08673aa-6c28-49ce-b037-0643aceb6723-gw-logged-i-subdaily-mAOD-qualified,637448,321063,52.735013,1.515731,Crag,Moderately productive aquifer,Significant intergranular flow,0.938652396,qualified,3932,0.108671169,0.483652396,-0.258430937,10/1/2010,10/1/2023,14,14,No trend,-0.716864168,0.184487005,1,10/1/2011,10/1/2011,Anglian,96.70228909,1001,0.048451009
1990,Thornhill Waters,http://environment.data.gov.uk/hydrology/id/measures/3f428fc5-3130-404d-9df7-5a0b3cc264b8-gw-dipped-i-mAOD-qualified,,417440,200130,51.699641,-1.749045,Oolites,Rocks with essentially no groundwater,,78.45342255,qualified,210,0.948232074,1.40342255,0.43342255,10/1/2004,10/1/2023,20,20,No trend,-0.664404461,0.336258078,6,10/1/2018,10/1/2023,Thames,129.7177478,251,0.585185897
1991,Moor Farm Godshill,http://environment.data.gov.uk/hydrology/id/measures/1dee2d92-4a0f-4644-83e6-ff1a8dc3c3f2-gw-dipped-i-mAOD-qualified,,453175,82465,50.639456,-1.249378,Lower Greensand,Highly productive aquifer,Significant intergranular flow,28.43565559,qualified,513,4.623920697,7.32565559,1.54565559,10/1/1977,10/1/2023,47,47,No trend,0.019510582,0.013535535,33,10/1/1991,10/1/2023,Southern,285.6685818,251,0.846180567
1992,Littlebourne Mill Gravel,http://environment.data.gov.uk/hydrology/id/measures/3824107b-582b-40be-bedb-3bc60489a1c0_644601004-gw-dipped-i-mAOD-qualified,,621571,158129,51.27919,1.175635,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,7.313562393,same coordinate,423,0.449794149,1.083562393,0.013562393,10/1/1998,10/1/2016 0:00,19,18,,,,,,,,,,
1993,Littlebourne Mill Chalk,http://environment.data.gov.uk/hydrology/id/measures/3824107b-582b-40be-bedb-3bc60489a1c0_644601005-gw-dipped-i-mAOD-qualified,,621571,158129,51.27919,1.175635,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,7.313562393,same coordinate,395,0.547706524,1.373562393,0.113562393,10/1/1998,10/1/2023 0:00,26,20,,,,,,,,,,
1994,Highfields,,http://environment.data.gov.uk/hydrology/id/measures/121b11ac-11c9-4d9a-9957-9a98fee39cea-gw-logged-i-subdaily-mAOD-qualified,365480,386580,53.374929,-2.520326,Triassic Sandstone,Highly productive aquifer,Significant intergranular flow,36.03205109,qualified,5734,19.2484155,19.77663442,18.70246776,10/1/2004,10/1/2023,20,20,No trend,1.500647069,0.333459503,13,10/1/2011,10/1/2023,North West,1114.048691,101,0.487102544
1995,Lower Farm Grimston,http://environment.data.gov.uk/hydrology/id/measures/6e84dbbe-71dd-45f0-9d96-8aa09ff402bb-gw-dipped-i-mAOD-qualified,,565716,322661,52.776093,0.455311,Oolites,Moderately productive aquifer,Significant intergranular flow,22.8481636,qualified,230,2.451641861,3.9781636,0.9081636,10/1/1999,10/1/2023,25,24,Slow decreasing,2.060290404,0.193356042,2,10/1/2014,10/1/2015,Anglian,501.3740304,1001,0.222150546
1996,Riddles Lane,http://environment.data.gov.uk/hydrology/id/measures/928b8d30-7caa-4f11-abb1-f6607223fdeb-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/928b8d30-7caa-4f11-abb1-f6607223fdeb-gw-logged-i-subdaily-mAOD-qualified,589250,162638,51.331335,0.715193,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,40.3435936,qualified,7748,21.15401375,29.4035936,12.8835936,10/1/1981,10/1/2023,43,43,Slow increasing,-9.599607399,0.270351681,15,10/1/2006,10/1/2020,Southern,689.5868358,251,0.529542064
1997,Goodworth Clatford,http://environment.data.gov.uk/hydrology/id/measures/d87568e4-90a9-4c7c-9b57-d66a398c640f-gw-dipped-i-mAOD-qualified,,436005,140335,51.161134,-1.486487,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,73.25449371,qualified,235,28.49606818,29.47449371,25.59449371,10/1/2003,10/1/2023,21,21,Slow increasing,-2.006094782,0.104266486,11,10/1/2004,10/1/2014,Southern,191.9302578,1,0.787372403
1998,Midhurst Madams Farm,http://environment.data.gov.uk/hydrology/id/measures/43494e61-22e2-4a9a-92b2-da89d3262bb4-gw-dipped-i-mAOD-qualified,,488865,125055,51.018011,-0.734461,Lower Greensand,Highly productive aquifer,Significant intergranular flow,144.648056,qualified,352,37.05316964,38.218056,35.908056,10/1/1984,10/1/2023,40,36,No trend,1.357152167,0.522413416,7,10/1/2010,10/1/2016,Southern,95.05861099,1001,1.216592337
1999,Rustling End,http://environment.data.gov.uk/hydrology/id/measures/463cf6e7-5b11-49fa-be29-80eb0dee140a-gw-dipped-i-mAOD-qualified,,521000,221300,51.877143,-0.243643,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,132.9662018,qualified,251,45.82652053,48.3662018,41.4562018,10/1/1999,10/1/2022,24,24,Slow decreasing,7.840166467,0.217045115,18,10/1/2000,10/1/2017,Anglian,554.3164723,251,0.534884503
2000,Tudor House,http://environment.data.gov.uk/hydrology/id/measures/4ba4341b-a7df-42b9-9810-2aa00eedffd4-gw-dipped-i-mAOD-qualified,,616405,149524,51.203913,1.096483,Lower Greensand,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,79.31156158,qualified,342,24.36167854,36.52156158,7.96156158,10/1/1975,10/1/2023,49,45,No trend,-0.461716524,0.000346561,26,10/1/1996,10/1/2021,Southern,99.91848813,1001,0.821432016
2001,Shrubhill Farm,http://environment.data.gov.uk/hydrology/id/measures/0338286a-9ad3-42f6-8d03-49d908987607-gw-dipped-i-mAOD-qualified,,566163,288062,52.465206,0.44455,Lower Greensand,Rocks with essentially no groundwater,,2.633359432,qualified,209,6.035034073,6.553359432,5.303359432,10/1/1998,10/1/2023,26,22,No trend,-0.050595238,0.076165997,2,10/1/2002,10/1/2003,Anglian,86.0284421,5001,0.205386725
2002,White Floods Stoke,http://environment.data.gov.uk/hydrology/id/measures/02f97ee3-a843-4db3-a34d-62988f679994-gw-dipped-i-mAOD-qualified,,441995,151072,51.257267,-1.399579,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,112.8937607,no enough data,no enough data,,,,,,,,,,,,,,,,,
2003,Harling Road,,http://environment.data.gov.uk/hydrology/id/measures/a2dc1630-aeeb-4c3f-9ead-3729405b1033-gw-logged-i-subdaily-mAOD-qualified,597724,288536,52.458957,0.90882,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,30.51101685,qualified,178,10.40067977,12.43101685,8.66101685,10/1/1998,10/1/2019,22,18,Slow decreasing,2.75,0.415639712,10,10/1/2000,10/1/2009,Anglian,62.16973915,5001,0.143545378
2004,Marley Bottom,http://environment.data.gov.uk/hydrology/id/measures/b1a6d79d-3f0a-45cf-bb4a-b0dfad6a9319-gw-dipped-i-mAOD-qualified,,380807,83725,50.652883,-2.27285,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,56.85982132,qualified,407,31.88143066,38.55982132,14.66982132,10/1/1988,10/1/2023,36,36,Slow decreasing,3.043686869,0.004391012,19,10/1/1997,10/1/2015,South West,66.52446266,101,1.226297446
2005,Thoresthorpe,http://environment.data.gov.uk/hydrology/id/measures/8cb668f7-7ed0-43de-8a62-ed7660d92e8a-gw-dipped-i-mAOD-qualified,,546035,377715,53.276298,0.188683,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,6.813453197,qualified,501,4.935209684,6.123453197,3.973453197,10/1/1978,10/1/2023,46,42,No trend,1.660511364,0.576519246,23,10/1/1978,10/1/2000,Anglian,52.29498784,751,0.303495851
2006,Abrams Lane,http://environment.data.gov.uk/hydrology/id/measures/d9bda4c7-4c21-422f-a517-5b8d121c1ce7-gw-dipped-i-mAOD-qualified,,544166,240235,52.041767,0.100602,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,113.0422821,qualified,217,36.8306692,40.5522821,29.8522821,10/1/1998,10/1/2023,26,23,No trend,1.87,0.047968955,1,10/1/2001,10/1/2001,Anglian,109.2462947,5001,0.107954817
2007,Allnuts Hospital,http://environment.data.gov.uk/hydrology/id/measures/09ced2a9-19d5-4045-9718-6cb62d13c4d4-gw-dipped-i-mAOD-qualified,,465705,179435,51.510027,-1.054611,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,121.8675079,qualified,880,66.16247381,69.2075079,61.8575079,10/1/1971,10/1/2023,53,52,Slow decreasing,3.933223684,0.207881584,40,10/1/1978,10/1/2017,Thames,278.4013197,251,0.672642114
2008,Peddars Way South,http://environment.data.gov.uk/hydrology/id/measures/efed6ba1-de3e-4184-8ec5-6905d71bf304-gw-dipped-i-mAOD-qualified,,591445,294575,52.515417,0.819993,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,31.64761734,qualified,188,2.423627978,5.35761734,-0.02238266,10/1/1998,10/1/2023,26,21,Slow decreasing,4.123169192,0.191188545,5,10/1/2001,10/1/2005,Anglian,59.80574383,5001,0.14221143
2009,Silver Street,http://environment.data.gov.uk/hydrology/id/measures/2a3cb376-eebd-4404-a0ff-970c6f45fb62-gw-dipped-i-mAOD-qualified,,401685,189635,51.605544,-1.977058,Oolites,Rocks with essentially no groundwater,,120.1772232,qualified,529,33.0072232,44.3272232,25.7372232,10/1/1982,10/1/2023,42,42,Slow increasing,-3.038461538,0.075467368,41,10/1/1983,10/1/2023,Thames,100.2122932,251,0.102980739
2010,Model Farm,http://environment.data.gov.uk/hydrology/id/measures/d7009239-e75c-4423-a05d-eae267160e11-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/d7009239-e75c-4423-a05d-eae267160e11-gw-logged-i-subdaily-mAOD-qualified,469590,197102,51.668388,-0.995142,Lower Greensand,Moderately productive aquifer,Significant intergranular flow,107.5979767,qualified,5439,14.20514142,18.5179767,8.063310033,10/1/1962,10/1/2023,62,50,No trend,0.019791667,0.011722394,59,10/1/1964,10/1/2022,Thames,88.8085098,51,0.557629118
2011,Swan House,http://environment.data.gov.uk/hydrology/id/measures/2b4c75f4-2186-4649-8847-9ba7f676c7d3-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/2b4c75f4-2186-4649-8847-9ba7f676c7d3-gw-logged-i-subdaily-mAOD-qualified,425188,520004,54.574612,-1.611872,Carboniferous Limestone,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,94.48820496,qualified,15175,10.47693225,16.80820496,4.33120496,10/1/1969,10/1/2023,55,52,Slow increasing,-3.476720735,0.145656232,31,10/1/1992,10/1/2022,North East,344.2217018,251,0.342927126
2012,Keepers Wood,http://environment.data.gov.uk/hydrology/id/measures/193a3097-3b30-4b9a-904c-06ef7e6d69b7-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/193a3097-3b30-4b9a-904c-06ef7e6d69b7-gw-logged-i-subdaily-mAOD-qualified,494320,122810,50.996961,-0.657297,Lower Greensand,Highly productive aquifer,Significant intergranular flow,90.37432861,qualified,5761,33.88137525,34.74432861,32.51451611,10/1/1980,10/1/2023,44,34,No trend,-0.154761905,0.274561428,1,10/1/1983,10/1/1983,Southern,62.80378502,1001,0.924219788
2013,Graces Farm,http://environment.data.gov.uk/hydrology/id/measures/bc839462-9a9c-44ec-8ccd-9f2e6e159607-gw-dipped-i-mAOD-qualified,,451095,132965,51.093722,-1.271752,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,52.61116791,qualified,528,10.07853533,10.52116791,9.11116791,10/1/1981,10/1/2023,43,43,No trend,-0.101190476,0.223892663,2,10/1/2022,10/1/2023,Southern,272.6971725,1,0.931270013
