No,label,dipped,logged,easting,northing,lat,long,Elevation,data amount (daily sample),data amount (annual sample),obsrevation start year,obsrevation end year,obsrevation span,mean_depth,max_depth,min_depth
1669,Hibaldstow,http://environment.data.gov.uk/hydrology/id/measures/5aa0528d-67f7-4594-998e-4d9b118214d9-gw-dipped-i-mAOD-qualified,,496135,403075,53.515559,-0.55164,26.03285217,558,46,1974,2023,50,3.487278693,4.36285217,2.49285217
1670,Brewery Farm,http://environment.data.gov.uk/hydrology/id/measures/c0b9a375-f97e-4621-a467-f570228f833b-gw-dipped-i-mAOD-qualified,,615791,254118,52.143172,1.152285,39.41972351,351,37,1984,2023,40,3.840977071,4.72972351,2.79972351
1672,Croham Cottage,http://environment.data.gov.uk/hydrology/id/measures/b6b1ca58-6549-46fe-b148-204f3b50086e-gw-dipped-i-mAOD-qualified,,533940,163840,51.357845,-0.077719,80.55999756,547,69,#VALUE!,2023,141,22.32061913,25.56999756,17.25999756
1673,Coppins,http://environment.data.gov.uk/hydrology/id/measures/84772966-d88a-4f52-86f3-7b33c587fd0c-gw-dipped-i-mAOD-qualified,,503540,182000,51.527424,-0.508839,49.91679001,238,31,1986,2023,38,16.19263035,17.45679001,13.98679001
1674,Heydon,http://environment.data.gov.uk/hydrology/id/measures/fc0ef6ba-765d-4240-92e7-93e79abdfb62-gw-dipped-i-mAOD-qualified,,611268,327200,52.800953,1.132568,45.12507629,500,48,1973,2023,51,3.59965629,5.04507629,2.19507629
1675,Ripon,http://environment.data.gov.uk/hydrology/id/measures/b0d3c781-cc60-4b32-b34f-8eb1ddf0576f-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/b0d3c781-cc60-4b32-b34f-8eb1ddf0576f-gw-logged-i-subdaily-mAOD-qualified,431780,472686,54.149007,-1.514938,30.44140244,8382,27,1995,2023,29,10.96807677,11.88456911,9.795069107
1676,Fenside,http://environment.data.gov.uk/hydrology/id/measures/a1edea9d-c9c8-47bf-9824-e41077548a3f-gw-dipped-i-mAOD-qualified,,636748,321307,52.737509,1.50556,1.006816506,292,28,1995,2022,28,0.507737739,0.936816506,0.286816506
1678,Hatch Lane,http://environment.data.gov.uk/hydrology/id/measures/fadaa51d-51be-4f9c-8dec-0c845cd5fa89-gw-dipped-i-mAOD-qualified,,353385,319615,52.772093,-2.692386,70.72904205,267,32,1981,2017,37,3.62162632,5.15904205,2.69904205
1679,Red Gowt Hogsthorpe,http://environment.data.gov.uk/hydrology/id/measures/603aa1b6-0170-43ed-8aa8-33e2005ebf11-gw-dipped-i-mAOD-qualified,,553595,369075,53.196564,0.297804,2.743585825,790,41,1979,2023,45,1.845636458,4.533585825,-1.886414175
1680,Shutt Lane,http://environment.data.gov.uk/hydrology/id/measures/7070d94b-ad34-4d25-b110-5153bd77db60-gw-dipped-i-mAOD-qualified,,378585,333005,52.894051,-2.319751,133.7563934,404,35,1988,2022,35,25.59904191,27.7063934,23.8363934
1681,Abbey Road,,http://environment.data.gov.uk/hydrology/id/measures/115e69d8-1f51-4d6f-a121-5f84bfcf0073-gw-logged-i-subdaily-mAOD-qualified,628551,143616,51.146149,1.266306,39.14421844,4682,15,2004,2020,17,9.884125138,11.19392677,8.580385107
1682,Westfield Farm,http://environment.data.gov.uk/hydrology/id/measures/0c96c269-4234-411e-b3d2-62f7863f52ed-gw-dipped-i-mAOD-qualified,,495485,451916,53.954521,-0.546377,47.36000061,512,47,1972,2021,50,26.10695374,30.38000061,17.98000061
1684,Kellys Café,http://environment.data.gov.uk/hydrology/id/measures/1a248fbb-2df3-45f4-ae1f-f352fb96816a-gw-dipped-i-mAOD-qualified,,439488,465767,54.086294,-1.397836,25.03578949,529,48,1976,2023,48,5.511044688,6.62578949,4.42578949
1685,Tenantry Farm,http://environment.data.gov.uk/hydrology/id/measures/48b7ac7f-d62e-45a9-9a91-194b34064f90-gw-dipped-i-mAOD-qualified,,410497,121535,50.993115,-1.851799,82.23406219,375,33,1991,2023,33,24.30266219,31.40406219,12.62406219
1686,Tong Forge,,http://environment.data.gov.uk/hydrology/id/measures/1fa2ded8-d890-405d-b961-8cf78e912553-gw-logged-i-subdaily-mAOD-qualified,378305,308185,52.670925,-2.322259,74.67188263,8045,26,1998,2023,26,3.526340407,4.895393047,2.224340963
1687,Waterdine,http://environment.data.gov.uk/hydrology/id/measures/d6788baf-5f52-4007-8945-e5ff2d3b97e1-gw-dipped-i-mAOD-qualified,,370785,228205,51.951556,-2.426492,64.74848175,685,48,1973,2022,50,14.40924817,16.36848175,12.31848175
1688,Bunces Farm,http://environment.data.gov.uk/hydrology/id/measures/265ba152-88be-44dd-bd8d-dbdbf17a1bd3-gw-dipped-i-mAOD-qualified,,593620,163880,51.341019,0.778518,1.807265639,421,37,1986,2022,37,0.175650437,0.707265639,-0.512734361
1689,Marsh Farm,http://environment.data.gov.uk/hydrology/id/measures/31ee2d1f-df9f-461c-bb77-2aca294250fe-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/31ee2d1f-df9f-461c-bb77-2aca294250fe-gw-logged-i-subdaily-mAOD-qualified,506716,225249,51.915548,-0.449837,119.0562897,532,35,1989,2023,35,5.050569796,7.3462897,2.6562897
1690,Alre Gardens,http://environment.data.gov.uk/hydrology/id/measures/525745ed-b3fd-40c5-b2c9-23dd095cdc0d-gw-dipped-i-mAOD-qualified,,458525,132895,51.092384,-1.165677,67.40322113,376,35,1986,2023,38,3.223753045,3.75322113,2.58322113
1691,Nightingale Close,http://environment.data.gov.uk/hydrology/id/measures/608dcb09-dac5-4a9e-b99c-a74168450e59-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/608dcb09-dac5-4a9e-b99c-a74168450e59-gw-logged-i-subdaily-mAOD-qualified,448401,534323,54.701598,-1.250453,47.48132324,10651,43,1981,2023,43,44.76385265,46.04132324,44.13757324
1693,Preston Village,http://environment.data.gov.uk/hydrology/id/measures/5c80de4c-744c-47bc-aa22-df3797bb56cf-gw-dipped-i-mAOD-qualified,,518006,224747,51.908761,-0.285937,142.74263,216,24,1998,2023,26,53.29739852,59.88263,40.75263
1694,Mill Farm Oxton,http://environment.data.gov.uk/hydrology/id/measures/bb0cc856-ac74-4d12-a368-ce4cf30d967c-gw-dipped-i-mAOD-qualified,,463045,350125,53.044674,-1.061066,46.43828201,583,49,1974,2023,50,4.973359197,7.10828201,2.57828201
1696,Fringford,http://environment.data.gov.uk/hydrology/id/measures/6a30a04f-f976-4544-8da9-deced6c83580-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/6a30a04f-f976-4544-8da9-deced6c83580-gw-logged-i-subdaily-mAOD-qualified,460435,228545,51.952115,-1.122029,111.4225922,8378,44,1980,2023,44,14.92004628,17.6225922,12.5325922
1697,Ormsgill,,http://environment.data.gov.uk/hydrology/id/measures/eb5981e3-643b-4505-b0e1-7d2fc8447236-gw-logged-i-subdaily-mAOD-qualified,319090,471750,54.135184,-3.23983,10.3244257,9719,43,1977,2023,47,10.5851985,21.20150903,-2.309805069
1698,Manor Farm East Dean,http://environment.data.gov.uk/hydrology/id/measures/22ca7af6-8ee5-4f85-80f5-104735cb09d0-gw-dipped-i-mAOD-qualified,,427042,126725,51.039247,-1.615673,38.25906754,145,52,1967,2023,57,2.08306754,3.57906754,0.33906754
1700,Stumblewood A,http://environment.data.gov.uk/hydrology/id/measures/d6c7d559-d560-423b-ac98-73f6db4ef268_342843003-gw-dipped-i-mAOD-qualified,,540123,130835,51.05976,-0.001855,88.99711609,349,31,1993,2023,31,3.414795173,5.08711609,1.74711609
1701,Stumblewood B,http://environment.data.gov.uk/hydrology/id/measures/d6c7d559-d560-423b-ac98-73f6db4ef268_342843002-gw-dipped-i-mAOD-qualified,,540122,130853,51.059922,-0.001862,90.96150208,350,31,1993,2023,31,5.276673509,6.87150208,3.33150208
1703,Down Cottages,http://environment.data.gov.uk/hydrology/id/measures/0ad47802-20f6-4401-b310-d3119ce7f46c-gw-dipped-i-mAOD-qualified,,473005,149645,51.241317,-0.955552,105.8057098,879,75,1949,2023,75,22.52651754,25.2457098,19.0357098
1705,Merstone Manor,http://environment.data.gov.uk/hydrology/id/measures/f69fa542-c6b5-4f69-a699-6910be57ad24-gw-dipped-i-mAOD-qualified,,451905,85255,50.664658,-1.266946,20.92335892,2992,42,1980,2021,42,0.187699926,2.32835892,-1.05164108
1707,Clockhouse Farm,http://environment.data.gov.uk/hydrology/id/measures/f9e0f21d-a563-4e99-abef-0fc0d0f37a2a-gw-dipped-i-mAOD-qualified,,565833,233458,51.97484,0.412956,62.97000122,810,44,1979,2023,45,8.725593813,14.67000122,2.18000122
1708,Theddlethorpe,http://environment.data.gov.uk/hydrology/id/measures/fa42aca0-a612-4218-b4cf-c4787b580a6e-gw-dipped-i-mAOD-qualified,,546725,385885,53.349491,0.202799,1.938203096,511,47,1973,2023,51,0.663662979,1.578203096,-0.051796904
1709,Roosecote,http://environment.data.gov.uk/hydrology/id/measures/57e0b23d-8703-4fd5-91e5-e281ff8cde42-gw-dipped-i-mAOD-qualified,,323045,468665,54.108072,-3.178526,35.53969574,173,42,1972,2022,51,24.87414661,27.68969574,23.84969574
1710,Winnall Lodge,http://environment.data.gov.uk/hydrology/id/measures/4262301e-ceba-4b65-9d9b-cdb8889de43f-gw-dipped-i-mAOD-qualified,,382485,266985,52.300696,-2.258264,70.09329224,345,33,1990,2022,33,26.70653862,28.49329224,25.07329224
1711,Lydden,http://environment.data.gov.uk/hydrology/id/measures/fceb87e9-2130-4c33-9cf9-af8937fce934-gw-dipped-i-mAOD-qualified,,626473,145698,51.165665,1.237956,61.50629044,204,26,1998,2023,26,21.36557966,26.98629044,12.96629044
1712,Crostwick Marsh,http://environment.data.gov.uk/hydrology/id/measures/75d2ef3c-2f6e-464b-b767-04af62439e68-gw-dipped-i-mAOD-qualified,,626279,316569,52.699468,1.347515,1.685378909,147,15,2009,2023,15,0.251841494,0.690378909,-0.054621091
1713,Stubbings,http://environment.data.gov.uk/hydrology/id/measures/77045350-727c-4bba-8383-35f90086156f-gw-dipped-i-mAOD-qualified,,484945,181495,51.525984,-0.776938,68.38895416,407,62,1949,2023,75,35.11986325,39.97895416,27.05895416
1714,Palgrave Hall,http://environment.data.gov.uk/hydrology/id/measures/eb938228-e4ce-475b-8afb-165eafcd4711-gw-dipped-i-mAOD-qualified,,583298,313693,52.689889,0.710659,84.73069763,239,24,1998,2023,26,53.89057211,55.40069763,51.40069763
1715,White Lane Oakley,http://environment.data.gov.uk/hydrology/id/measures/a235d3cc-eec8-4916-9fcb-4fae85e7eee3-gw-dipped-i-mAOD-qualified,,455455,152955,51.27305,-1.20642,124.5908508,620,57,1965,2023,59,30.84375403,38.1308508,22.3008508
1716,Cuffer Lane,http://environment.data.gov.uk/hydrology/id/measures/a5f72860-8710-42fc-b72d-bcd4e36824a1-gw-dipped-i-mAOD-qualified,,608451,291264,52.479462,1.068172,53.795578,221,21,1998,2018,21,9.636754471,11.555578,8.535578
1717,The Laurels,http://environment.data.gov.uk/hydrology/id/measures/300d07b6-55ff-4e92-ad7c-1586d5edd0d4-gw-dipped-i-mAOD-qualified,,375635,260005,52.237683,-2.358208,76.48636627,530,44,1979,2022,44,13.17346061,14.30636627,11.64636627
1718,Topcliffe Cranes,http://environment.data.gov.uk/hydrology/id/measures/0a424d20-8057-423d-83d3-108ecb1d1cf7-gw-dipped-i-mAOD-qualified,,438304,479298,54.207985,-1.414222,26.4545517,359,33,1991,2023,33,1.687671477,2.6545517,0.6345517
1719,Burwell west,http://environment.data.gov.uk/hydrology/id/measures/3f89690f-fd40-40fe-a900-2b239f8125f5-gw-dipped-i-mAOD-qualified,,535185,379535,53.295522,0.026851,72.59986877,686,50,1970,2023,54,21.8645918,23.74986877,18.60986877
1720,Damgate Lane Acle,http://environment.data.gov.uk/hydrology/id/measures/df9b0d9d-3423-44be-87db-ea888bd9370f-gw-dipped-i-mAOD-qualified,,640904,309543,52.630126,1.558395,0.218269527,283,26,1997,2022,26,0.338725357,1.048269527,-0.021730473
1722,Redbourne Village,http://environment.data.gov.uk/hydrology/id/measures/48155bd1-6945-417c-8f60-f0617ba8a41b-gw-dipped-i-mAOD-qualified,,497225,398725,53.476272,-0.536554,15.42171383,586,46,1974,2023,50,6.330485161,7.42171383,4.77171383
1723,Dial Farm,http://environment.data.gov.uk/hydrology/id/measures/e8ab4bfb-f876-40fb-abc2-9dbd733b444a-gw-dipped-i-mAOD-qualified,,612021,256193,52.163258,1.09857,64.47996521,560,54,1967,2023,57,38.95589378,39.82996521,37.67996521
1725,Burrow,,http://environment.data.gov.uk/hydrology/id/measures/d8b92ddd-2353-4d96-bbee-e5b2324d456d-gw-logged-i-subdaily-mAOD-qualified,307709,89731,50.69987,-3.308184,51.842453,7129,54,1968,2021,54,17.56605601,20.002453,15.30818217
1726,Boiling Wells South Rauceby,http://environment.data.gov.uk/hydrology/id/measures/3ab91697-148c-42f2-a16a-ca97dd0d15a7-gw-dipped-i-mAOD-qualified,,504315,345355,52.995364,-0.447222,19.18209076,950,41,1979,2023,45,4.039817076,9.30209076,0.79209076
1727,Plantation House,http://environment.data.gov.uk/hydrology/id/measures/1482a324-6f94-4243-8646-f2a81f9bd9a0-gw-dipped-i-mAOD-qualified,,606321,156838,51.27332,0.956551,84.27012634,440,38,1982,2019,38,44.76219452,47.74012634,39.32012634
1728,Itteringham,http://environment.data.gov.uk/hydrology/id/measures/04738b53-b5f6-4a86-b767-d15d149010d0-gw-dipped-i-mAOD-qualified,,613040,332152,52.844705,1.162039,46.25308609,401,38,1984,2023,40,15.74894644,17.18308609,14.69308609
1730,Forge Pool,,http://environment.data.gov.uk/hydrology/id/measures/6632f1a9-88b1-4a42-8ed9-e11426dd1a41-gw-logged-i-subdaily-mAOD-qualified,387935,278165,52.401353,-2.178749,63.08075714,5091,17,1998,2020,23,3.141126777,4.872269961,2.12175714
1731,Little Wood,,http://environment.data.gov.uk/hydrology/id/measures/9e0c7c3c-527d-4031-9a58-7cd729d2f448-gw-logged-i-subdaily-mAOD-qualified,597150,285332,52.430398,0.898493,18.83394623,3531,23,1998,2020,23,2.359539332,4.33019623,1.10394623
1732,Langley Street,http://environment.data.gov.uk/hydrology/id/measures/71b9d4f0-1c29-47b1-8cc5-409cde9ad94f-gw-dipped-i-mAOD-qualified,,637003,302042,52.564535,1.495501,-0.510269582,269,25,1997,2022,26,0.459377258,0.749730418,0.209730418
1733,Rockley Cottage,http://environment.data.gov.uk/hydrology/id/measures/4db8e613-59b9-4c1e-bf1d-3f1478ea6d1d-gw-dipped-i-mAOD-qualified,,446295,202405,51.718462,-1.331248,107.6849899,322,31,1978,2023,46,8.512443316,10.6949899,7.1149899
1734,Morton Pool,http://environment.data.gov.uk/hydrology/id/measures/74e749dd-a21f-405a-8578-d255bd0f8f83-gw-dipped-i-mAOD-qualified,,330165,324105,52.809941,-3.037474,75.45066833,147,30,1990,2022,33,1.397811187,2.09066833,0.45066833
1735,Penhallow,http://environment.data.gov.uk/hydrology/id/measures/4a1c02f1-08bf-4145-931f-9c74edb9c32b-gw-dipped-i-mAOD-qualified,,384685,260945,52.246462,-2.225726,33.91530609,374,33,1990,2022,33,10.71086759,18.33530609,5.46530609
1736,Leegate North,http://environment.data.gov.uk/hydrology/id/measures/93b5a6a0-5e9e-4593-b645-a358cb03320a-gw-dipped-i-mAOD-qualified,,320075,546015,54.802597,-3.244858,25.94879913,349,39,1980,2022,43,1.334071336,2.74879913,-0.02120087
1737,Chapel Wood,http://environment.data.gov.uk/hydrology/id/measures/cc20a36e-6f5f-4300-9151-e866b02787a1-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/cc20a36e-6f5f-4300-9151-e866b02787a1-gw-logged-i-subdaily-mAOD-qualified,445945,175525,51.476821,-1.339826,114.309845,9002,50,1973,2023,51,6.670756668,15.459845,-0.156863333
1738,North Church,http://environment.data.gov.uk/hydrology/id/measures/5755b312-8fbf-4b54-824d-f13d9824473c-gw-dipped-i-mAOD-qualified,,497142,209207,51.77311,-0.593488,110.7802353,458,31,1993,2023,31,0.968093379,4.7402353,-1.0397647
1739,Great Everden Farm,http://environment.data.gov.uk/hydrology/id/measures/9675aa33-b675-40ec-9537-2ec9c64b6d7e-gw-dipped-i-mAOD-qualified,,623390,142110,51.134664,1.191708,146.7132416,308,37,1975,2023,49,94.82593641,112.7732416,75.6832416
1740,Marden,,http://environment.data.gov.uk/hydrology/id/measures/6060d0d6-d408-4ffe-90fa-ffebae4a7363-gw-logged-i-subdaily-mAOD-qualified,351956,248328,52.131148,-2.703279,60.35903549,9366,29,1995,2023,29,5.60142631,7.623431323,3.38266049
1741,Bryants Heath 3,http://environment.data.gov.uk/hydrology/id/measures/09c79b34-709e-4860-adf6-cc2c08e03e4f-gw-dipped-i-mAOD-qualified,,625875,329165,52.812675,1.350218,22.12712479,296,28,1995,2022,28,1.288803844,1.90712479,0.75712479
1742,Breach Farm,http://environment.data.gov.uk/hydrology/id/measures/6b5691c9-3deb-4946-8fe3-ba7f37caa2d1-gw-dipped-i-mAOD-qualified,,458445,143645,51.189046,-1.165078,141.8865509,263,23,2001,2023,23,47.15048626,52.6065509,41.1465509
1743,Plex Moss,http://environment.data.gov.uk/hydrology/id/measures/94993c49-ecd6-4693-953e-f7d53f835c8b-gw-dipped-i-mAOD-qualified,,335705,408905,53.572776,-2.972396,9.910004616,209,42,1974,2021,48,3.820913707,7.710004616,-3.249995384
1744,Hawthorn Road Reepham,http://environment.data.gov.uk/hydrology/id/measures/fb760dad-1b13-46a7-8b5f-c2f8e43d6abf-gw-dipped-i-mAOD-qualified,,502495,373225,53.246147,-0.465435,25.37289429,447,39,1980,2023,44,17.4408585,20.53289429,15.65289429
1745,Knaves Acre,http://environment.data.gov.uk/hydrology/id/measures/67ae4b98-ca8f-48c1-8ded-091cde1bb391-gw-dipped-i-mAOD-qualified,,556213,118826,50.947706,0.222406,86.58694458,497,47,1977,2023,47,12.92292044,14.89694458,10.07694458
1746,HMS Mercury,http://environment.data.gov.uk/hydrology/id/measures/d34aa568-563b-4edd-aa1d-139d70f154dd-gw-dipped-i-mAOD-qualified,,466666,119341,50.969634,-1.051935,181.9242859,142,31,1987,2022,36,65.93055351,73.8942859,49.6342859
1747,Woolage Green,,http://environment.data.gov.uk/hydrology/id/measures/04fe26ef-78ed-4604-bcdc-616f84b92fd2-gw-logged-i-subdaily-mAOD-qualified,623789,149150,51.197712,1.201779,89.63038635,5949,18,2005,2022,18,50.61929419,53.95738635,46.02026135
1748,Green Farm,http://environment.data.gov.uk/hydrology/id/measures/333b319a-9b18-4560-acfe-06e5e29e3aa2-gw-dipped-i-mAOD-qualified,,589211,261699,52.220985,0.768581,71.22499847,189,20,1998,2023,26,34.68282916,41.17499847,29.45499847
1750,Gooderstone Warren,,http://environment.data.gov.uk/hydrology/id/measures/6ede2692-ba89-4c2f-bf6f-0dc8e8474d04-gw-logged-i-subdaily-mAOD-qualified,579649,300647,52.573957,0.649641,36.41199493,3277,21,1998,2018,21,18.70236581,21.1309116,15.12124493
1751,Stapleton Quarry,http://environment.data.gov.uk/hydrology/id/measures/1fc78522-2545-42c5-b948-c4bbf1d38c3e-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/1fc78522-2545-42c5-b948-c4bbf1d38c3e-gw-logged-i-subdaily-mAOD-qualified,426657,511859,54.501341,-1.589883,40.84054565,11086,45,1977,2023,47,5.097642072,7.39054565,2.75054565
1752,Croucham,http://environment.data.gov.uk/hydrology/id/measures/8adb9ca7-4b89-4cd7-8ec6-f73d9ce27acf-gw-dipped-i-mAOD-qualified,,494205,109405,50.876471,-0.662397,55.94741058,302,30,1994,2023,30,47.27701323,52.43741058,32.12741058
1753,Parsonage Farm Bramdean,http://environment.data.gov.uk/hydrology/id/measures/a6f27eee-44fa-4bc7-9ffc-283f9a4b93d5-gw-dipped-i-mAOD-qualified,,463255,128155,51.049266,-1.098973,106.949295,723,57,1963,2023,61,25.39930883,30.339295,16.349295
1755,Ashby,http://environment.data.gov.uk/hydrology/id/measures/1a25e79b-0677-497b-b0ef-6569ec0e9d08-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/1a25e79b-0677-497b-b0ef-6569ec0e9d08-gw-logged-i-subdaily-mAOD-qualified,506425,354925,53.080942,-0.412642,25.66035461,1093,41,1975,2019,45,7.321900813,15.46035461,-0.16964539
1758,Croglin,,http://environment.data.gov.uk/hydrology/id/measures/b4740794-2dad-41cf-9ee9-96dc562d2c96-gw-logged-i-subdaily-mAOD-qualified,356355,548395,54.828461,-2.680896,202.4395752,4606,16,2006,2023,18,34.60467972,36.8895752,30.49124187
1759,Chilton Village Well,http://environment.data.gov.uk/hydrology/id/measures/e7985d6a-f1f5-42c4-b44b-569efb90d974-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/e7985d6a-f1f5-42c4-b44b-569efb90d974-gw-logged-i-subdaily-mAOD-qualified,449015,185835,51.569259,-1.294193,112.4006271,3906,35,1989,2023,35,9.750852388,17.9106271,3.8593771
1760,Hallidays farm,http://environment.data.gov.uk/hydrology/id/measures/95cf576e-59c5-47e6-84ba-d1f9740abde9-gw-dipped-i-mAOD-qualified,,349455,438825,53.843183,-2.769672,10.25859356,287,32,1974,2019,46,2.236781713,10.40859356,-1.89140644
1761,Whitcombe Down,http://environment.data.gov.uk/hydrology/id/measures/31a10c41-a044-43c6-b758-bc57a5b28283-gw-dipped-i-mAOD-qualified,,370777,86659,50.678848,-2.414958,77.38342285,182,17,2007,2023,17,22.16155472,26.51342285,15.00342285
1762,Martins Fields,http://environment.data.gov.uk/hydrology/id/measures/2a376544-5006-4e5c-bb23-fd5e0078c388-gw-dipped-i-mAOD-qualified,,446433,126070,51.032122,-1.339202,54.51498795,203,28,1989,2022,34,25.47183524,27.74498795,20.49498795
1763,Stansted Airport,http://environment.data.gov.uk/hydrology/id/measures/733e4077-780c-4f5c-ab16-1ae89beee3e7-gw-dipped-i-mAOD-qualified,,554237,224187,51.894887,0.240122,95.26062012,509,49,1975,2023,49,30.13195607,32.59062012,28.19062012
1764,Wilderness Farm,http://environment.data.gov.uk/hydrology/id/measures/1304d0d9-344d-4319-b7df-0f154ceff4bf-gw-dipped-i-mAOD-qualified,,497810,149260,51.234148,-0.600415,91.93955994,522,47,1977,2023,47,15.96080515,21.06955994,11.19955994
1765,Seavegate Gill,http://environment.data.gov.uk/hydrology/id/measures/a7d1fd6e-dc76-44ae-8b30-635affde644a-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/a7d1fd6e-dc76-44ae-8b30-635affde644a-gw-logged-i-subdaily-mAOD-qualified,498917,485655,54.257,-0.483072,36.98934174,9406,43,1979,2023,45,3.615186227,5.375770311,0.381581323
