No,label,trend classification,aquifer,regions,Spatial heterogeneity_5km,Spatial heterogeneity_no station nearby5km,Population density_MSOA,Population density_5km circle averaged,Irrigation intensity,long-term average groundwater recharge
1976,Beacon Hill Bulford,Slow increasing,Chalk,South West,heterogeneous trends,homogeneous trends,78.9,206.519447,51,0.842074213
1977,Knatts Valley,No trend,Lower Greensand,Southern,,,266.5,363.4880879,1,0.618556513
1978,Lower Road Chinnor,No trend,Lower Greensand,Thames,,,194.6,179.301419,51,0.603563246
1979,Over Compton,Slow increasing,Triassic Sandstone,South West,heterogeneous trends,heterogeneous trends,52.2,546.9086733,51,0.967641787
1980,Pigeon House Lane,Slow increasing,Chalk,Thames,no station nearby,homogeneous trends,233.5,680.4867261,251,0.068349976
1981,Church Farm Ryarsh,Slow increasing,Lower Greensand,Southern,heterogeneous trends,heterogeneous trends,257.2,587.7672293,251,0.516637132
1982,Birmingham University,Slow increasing,Triassic Sandstone,Midlands,heterogeneous trends,heterogeneous trends,2336.7,4926.837927,501,0.484574407
1983,St James Well,No trend,Lower Greensand,Thames,,,79.2,128.5198562,501,0.809740366
1984,Oldfen Plantation,No trend,Oolites,Anglian,,,61.5,67.55312162,1001,0.372856755
1985,Kilkenny Cottages,No trend,Oolites,Thames,,,31.2,41.34935424,51,0.629152153
1986,Wyndhams Lodge Corham,No trend,Chalk,Southern,,,74,149.49534,101,1.049499198
1987,Houghall,Sudden upward change,Fell Sandstone& Border Group,North East,,,1787.9,759.6699565,1,0.298172658
1988,Roast Green,Slow decreasing,Lower Greensand,Thames,heterogeneous trends,heterogeneous trends,81.2,117.4145211,101,0.099800027
1989,Ballscroft,No trend,Crag,Anglian,,,93.5,96.70228909,1001,0.048451009
1990,Thornhill Waters,No trend,Oolites,Thames,,,141.4,129.7177478,251,0.585185897
1991,Moor Farm Godshill,No trend,Lower Greensand,Southern,,,75.9,285.6685818,251,0.846180567
1994,Highfields,No trend,Triassic Sandstone,North West,,,263.4,1114.048691,101,0.487102544
1995,Lower Farm Grimston,Slow decreasing,Oolites,Anglian,homogeneous trends,homogeneous trends,167.3,501.3740304,1001,0.222150546
1996,Riddles Lane,Slow increasing,Chalk,Southern,heterogeneous trends,homogeneous trends,3956.8,689.5868358,251,0.529542064
1997,Goodworth Clatford,Slow increasing,Chalk,Southern,heterogeneous trends,heterogeneous trends,47.4,191.9302578,1,0.787372403
1998,Midhurst Madams Farm,No trend,Lower Greensand,Southern,,,250.1,95.05861099,1001,1.216592337
1999,Rustling End,Slow decreasing,Chalk,Anglian,heterogeneous trends,homogeneous trends,261.3,554.3164723,251,0.534884503
2000,Tudor House,No trend,Lower Greensand,Southern,,,130.2,99.91848813,1001,0.821432016
2001,Shrubhill Farm,No trend,Lower Greensand,Anglian,,,51.4,86.0284421,5001,0.205386725
2003,Harling Road,Slow decreasing,Chalk,Anglian,heterogeneous trends,heterogeneous trends,51.1,62.16973915,5001,0.143545378
2004,Marley Bottom,Slow decreasing,Chalk,South West,no station nearby,heterogeneous trends,66.3,66.52446266,101,1.226297446
2005,Thoresthorpe,No trend,Chalk,Anglian,,,46.6,52.29498784,751,0.303495851
2006,Abrams Lane,No trend,Chalk,Anglian,,,81.2,109.2462947,5001,0.107954817
2007,Allnuts Hospital,Slow decreasing,Chalk,Thames,heterogeneous trends,homogeneous trends,172.7,278.4013197,251,0.672642114
2008,Peddars Way South,Slow decreasing,Chalk,Anglian,heterogeneous trends,heterogeneous trends,65.6,59.80574383,5001,0.14221143
2009,Silver Street,Slow increasing,Oolites,Thames,heterogeneous trends,homogeneous trends,56.7,100.2122932,251,0.102980739
2010,Model Farm,No trend,Lower Greensand,Thames,,,55.9,88.8085098,51,0.557629118
2011,Swan House,Slow increasing,Carboniferous Limestone,North East,heterogeneous trends,heterogeneous trends,72.9,344.2217018,251,0.342927126
2012,Keepers Wood,No trend,Lower Greensand,Southern,,,54,62.80378502,1001,0.924219788
2013,Graces Farm,No trend,Chalk,Southern,,,85,272.6971725,1,0.931270013
2014,EggingtonCreamery,No trend,Triassic Sandstone,Midlands,,,470.7,524.0922278,1001,0.388073248
2015,Wiggonholt,Slow increasing,Lower Greensand,Southern,heterogeneous trends,heterogeneous trends,204.7,183.0257303,1001,0.989884643
2016,Whiteladies,No trend,Chalk,Anglian,,,26.5,26.5,5001,0.288702277
2017,Dale Farm,No trend,Corallian Limestone,North East,,,148.2,121.3111028,51,0.648046361
2018,Woodlands Park,Slow increasing,Chalk,Thames,homogeneous trends,homogeneous trends,510.7,281.4601934,101,0.759716817
2019,Sunnyside,No trend,Lower Greensand,Southern,,,130.2,244.7986624,1001,0.754921874
2020,Oxton,Slow decreasing,Triassic Sandstone,Midlands,homogeneous trends,homogeneous trends,87.7,225.6625635,1001,0.39391946
2021,Merrington Grange,Slow decreasing,Unallocated to aquifers,North East,no station nearby,no station nearby,502.3,674.0729841,251,0.407456964
2022,Lordship Stud,Slow decreasing,Chalk,Anglian,heterogeneous trends,homogeneous trends,80.8,191.1511574,5001,0.267200204
2023,Lomer Farm,No trend,Chalk,Southern,,,74,103.7244875,101,1.189960629
2024,Catfield Hall,Slow increasing,Crag,Anglian,heterogeneous trends,heterogeneous trends,93.5,96.98357922,1001,0.319092552
2025,Bradmer Hill,Slow decreasing,Magnesian Limestone,Midlands,heterogeneous trends,homogeneous trends,353.6,623.7300116,2501,0.436647321
2026,The Oaks,Slow decreasing,Lower Greensand,Anglian,no station nearby,heterogeneous trends,81.2,251.0763791,5001,0.421567201
2027,Barlby Road,Sudden upward change,Triassic Sandstone,North East,,,1766.3,353.101289,51,0.114607008
2028,Chilgrove House,No trend,Chalk,Southern,,,75.3,84.88453198,1001,1.296012744
2029,Parrs Barn,Slow increasing,Chalk,Southern,heterogeneous trends,homogeneous trends,88.2,82.91359472,1,1.136851613
2030,Graylingwell,No trend,Chalk,Southern,,,3696.1,472.622146,1001,0.438576286
2031,Hadnall,No trend,Triassic Sandstone,Midlands,,,56.6,175.8418561,251,0.338382742
2032,Hadnall 1,Slow decreasing,Permian Sandstone,Midlands,heterogeneous trends,homogeneous trends,114.3,250.4101559,251,0.338382742
2033,Hadnall 2,Slow decreasing,Permian Sandstone,Midlands,heterogeneous trends,homogeneous trends,114.3,251.2983114,251,0.338382742
2034,Blakedown,Slow increasing,Unallocated to aquifers,Midlands,no station nearby,no station nearby,128.6,515.9415244,1001,0.546020777
2035,Bowling Green Lane,No trend,Oolites,Thames,,,1271.5,285.2649103,51,0.787625493
2036,Halifax Thrum Hall,Slow increasing,Unallocated to aquifers,North East,no station nearby,no station nearby,5588.9,1429.469118,251,1.546014302
2037,Six Bells,Slow decreasing,Chalk,Anglian,heterogeneous trends,heterogeneous trends,102.3,86.18417775,5001,0.254349672
2038,Broadley Wood,Slow decreasing,Chalk,South West,heterogeneous trends,homogeneous trends,46.5,163.9774676,101,1.15214482
2039,Milton Farm,Slow increasing,Oolites,Thames,homogeneous trends,homogeneous trends,141.4,93.41673008,51,0.567375245
2040,Hockering,Slow decreasing,Chalk,Anglian,no station nearby,heterogeneous trends,74.7,75.98638593,1001,0.55681336
2041,Five House Farm,Slow increasing,Chalk,Thames,homogeneous trends,homogeneous trends,46.9,75.75919165,101,0.097503821
2043,Chalk dale Owslebury,No trend,Chalk,Southern,,,159.3,319.2759315,1,0.992550754
2044,Sandford Godshill,Slow decreasing,Lower Greensand,Southern,homogeneous trends,homogeneous trends,75.9,358.304767,251,0.846180567
2045,Burton,Slow increasing,Triassic Sandstone,North West,heterogeneous trends,homogeneous trends,56.7,148.9676058,101,0.401199835
2046,Hillington,No trend,Lower Greensand,Anglian,,,61.5,60.99658606,1001,0.372856755
2047,Wain Wood,Slow decreasing,Chalk,Anglian,heterogeneous trends,homogeneous trends,91.7,555.3899953,251,0.519093385
2048,Itchen Abbas,No trend,Chalk,Southern,,,85,89.72347582,1,0.829550351
2049,Little Weighton,Slow decreasing,Chalk,North East,homogeneous trends,homogeneous trends,73.5,221.0666959,51,0.718321205
2050,Marsh Lane,No trend,Permian Sandstone,Midlands,,,175.8,202.3952003,1001,0.552366235
2052,Catshill,Slow increasing,Unallocated to aquifers,Midlands,no station nearby,no station nearby,2407.2,791.5175654,1001,0.481655704
2053,Westfield Farm Norton,No trend,Magnesian Limestone,North East,,,175.1,205.8324307,51,0.283635022
2054,High Laver House,Slow increasing,Chalk,Thames,no station nearby,homogeneous trends,53.6,218.5275413,1001,0.195466529
2055,Beechwood Park,No trend,Chalk,Thames,,,116.2,224.8779162,101,0.731392913
2056,Walker Riverside,Slow increasing,Unallocated to aquifers,North East,no station nearby,no station nearby,3376.4,3313.315698,1,0.243768699
2057,North Rauceby,No trend,Oolites,Anglian,,,43.2,147.6411531,751,0.235835297
2058,Hatherden Cottage,No trend,Chalk,Southern,,,100.7,386.6392923,1,0.810187179
2059,Chipstead,No trend,Lower Greensand,Thames,,,484.9,1009.145676,101,0.856924607
2060,Newgate,No trend,Lower Greensand,Southern,,,100.2,163.4722684,1001,0.856820523
2061,Clay Street,No trend,Crag,Anglian,,,77.1,79.46884951,1001,0.321230195
2062,Grafton,No trend,Unallocated to aquifers,Midlands,,,55,54.84797475,1001,0.368597482
2063,Grafton,No trend,Unallocated to aquifers,Midlands,,,55,54.8554324,1001,0.368597482
2064,Hartley Court Farm,Sudden upward change,Chalk,Thames,,,408,1694.360513,51,0.053375275
2065,Nine Yews,Slow increasing,Chalk,South West,no station nearby,heterogeneous trends,58.2,56.65405141,101,0.957958727
2066,Haugh North,No trend,Chalk,Anglian,,,20.3,33.06881389,751,0.59729593
2067,Wyatts Cottage,No trend,Triassic Sandstone,Midlands,,,227.5,116.6835168,101,0.631341603
2068,The Carr,No trend,Oolites,Anglian,,,61.5,79.75510246,1001,0.435062519
2069,Frying pan Lodge,Slow decreasing,Chalk,Anglian,heterogeneous trends,heterogeneous trends,25.2,32.53776917,5001,0.172740579
2070,Great Durnford,No trend,Chalk,South West,,,56.1,173.3694308,51,0.829475428
2071,Sandholme Bridge,Slow increasing,Carboniferous Limestone,North West,heterogeneous trends,homogeneous trends,68.9,135.6072342,1,1.019745614
2072,Orchard House 2,No trend,Chalk,Anglian,,,127.7,120.5358157,1001,0.43055198
2073,The Birches,Slow decreasing,Corallian Limestone,Southern,no station nearby,homogeneous trends,115.8,118.274303,251,1.165463784
2074,Brightwalton Common,Slow decreasing,Chalk,Thames,heterogeneous trends,homogeneous trends,53.7,71.91128573,51,0.735797157
2075,Bush Farm,Slow increasing,Chalk,Thames,no station nearby,heterogeneous trends,614.3,1664.857821,1001,0.092119534
2076,Kemps Sandstone,Sudden upward change,Triassic Sandstone,North East,,,50.3,54.92212636,251,0.301571363
2077,East Winch Common,No trend,Lower Greensand,Anglian,,,56.3,67.45759798,1001,0.193308584
2078,Soles Farm,No trend,Lower Greensand,Southern,,,436.2,210.5007096,1001,0.839221841
2079,Kingsley,Slow increasing,Lower Greensand,Thames,homogeneous trends,homogeneous trends,107.5,264.3770969,501,0.855006121
2080,Mill Hill,No trend,Triassic Sandstone,North West,,,1489,1805.917608,101,0.665532268
2081,Martins Corner,Slow increasing,Chalk,Southern,homogeneous trends,homogeneous trends,244.9,181.8254689,101,0.124559141
2082,Hawes Green,No trend,Chalk,Anglian,,,141.4,161.2230227,1001,0.42217725
2083,Willaston,Slow increasing,Triassic Sandstone,North West,heterogeneous trends,homogeneous trends,186.7,623.061056,101,0.409366767
2084,Dumpling Green,No trend,Chalk,Anglian,,,495.5,294.4071137,1001,0.577100274
2086,High Hatton,Sudden downward change,Permian Sandstone,Midlands,,,56.6,68.10000636,1001,0.383537413
2087,Wiggins,Slow increasing,Unallocated to aquifers,Midlands,no station nearby,no station nearby,1589.2,764.3972768,501,0.351562552
2088,East Wickham,No trend,Lower Greensand,Thames,,,4868.1,5132.577504,251,0.442882512
2089,Great Massingham,No trend,Chalk,Anglian,,,61.5,51.20491417,1001,0.539121853
2090,Woodhouse Grange,No trend,Triassic Sandstone,Midlands,,,159.7,354.0510416,2501,0.115054905
2091,Sallowvallets,Slow increasing,Carboniferous Limestone,Midlands,heterogeneous trends,heterogeneous trends,78.2,297.6344527,101,1.353098846
2092,Larlingford,No trend,Chalk,Anglian,,,82.1,64.89314144,5001,0.436737325
2093,Grindale,Slow increasing,Chalk,North East,no station nearby,heterogeneous trends,190,206.7228701,51,0.550890261
2094,Little Down,No trend,Chalk,Southern,,,58.5,62.46487805,251,1.038498719
2095,Thrintoft,Slow decreasing,Triassic Sandstone,North East,no station nearby,heterogeneous trends,73,179.6525558,251,0.434505657
2096,Woodland View,Slow decreasing,Chalk,Anglian,heterogeneous trends,heterogeneous trends,82.1,69.53276567,5001,0.494460872
2097,Garston,No trend,Triassic Sandstone,North West,,,3652,2913.28571,101,0
2098,Castle carrock,Slow increasing,Unallocated to aquifers,North West,no station nearby,no station nearby,42.3,41.69628937,1,1.287918593
2099,Hogstock Cottages,Slow increasing,Lower Greensand,South West,heterogeneous trends,heterogeneous trends,69.9,58.42196717,101,1.026108008
2100,Skippers Lane,No trend,Chalk,Anglian,,,75.3,341.9332073,1001,0.072120931
2101,Wayland Wood,Slow decreasing,Chalk,Anglian,heterogeneous trends,heterogeneous trends,65.6,170.1609618,5001,0.371396427
2102,West Marden Farm,Slow increasing,Chalk,Southern,homogeneous trends,homogeneous trends,93.2,138.4097216,1001,1.172335317
2103,Shacklewell Hollow Pond,No trend,Oolites,Anglian,,,88.7,196.180923,101,0.335422161
2104,Creeton,No trend,Oolites,Anglian,,,73.2,57.19528579,101,0.180465296
2105,Hucklow,No trend,Carboniferous Limestone,Midlands,,,77.4,70.41717161,1,0.977332919
2107,Coxs 6,Slow decreasing,Unallocated to aquifers,Midlands,no station nearby,no station nearby,110.7,148.1571947,1001,0.401163135
2108,Keeper Cottage,No trend,Triassic Sandstone,Midlands,,,63.4,102.8808902,101,0.639525907
2109,Parsonage Farm,Slow decreasing,Chalk,Anglian,heterogeneous trends,homogeneous trends,81.2,101.0464487,5001,0.107605067
2110,Portsdown,Slow increasing,Chalk,Southern,heterogeneous trends,homogeneous trends,3022.4,2328.297185,101,0.087630753
2111,Stoke Petsey,No trend,Unallocated to aquifers,Midlands,,,70.1,66.37852671,1001,0.568901081
2112,Handley,No trend,Triassic Sandstone,North West,,,56.7,63.62214601,1,0.370413763
2113,Ashey,No trend,Chalk,Southern,,,505.5,614.574026,251,1.23464739
2114,Blind Mans Gate,Slow decreasing,Chalk,Thames,heterogeneous trends,homogeneous trends,83.7,200.7080942,51,0.116946508
2115,Storeton,Slow increasing,Triassic Sandstone,North West,heterogeneous trends,homogeneous trends,1034.9,1844.603444,101,0.447304315
2116,Speke Hall Avenue,Slow increasing,Triassic Sandstone,North West,heterogeneous trends,heterogeneous trends,880,2168.863172,101,0.493196045
2117,Harfield Easton,No trend,Chalk,Southern,,,85,448.4753169,1,0.990749531
2118,Coldsides,Slow increasing,Carboniferous Limestone,North East,heterogeneous trends,heterogeneous trends,72.9,516.5622535,251,0.365971008
2119,Thorninghurst Farm,Slow decreasing,Triassic Sandstone,North East,no station nearby,heterogeneous trends,212.5,343.9640708,51,0.257196375
2120,Sennotts Farm,Sudden upward change,Corallian Limestone,Southern,,,96.7,223.6004226,1,0.98729179
2124,Woodingdean,Slow decreasing,Chalk,Southern,homogeneous trends,homogeneous trends,1158.7,2629.59652,1,0.843160492
2125,New Barn Farmington,No trend,Oolites,Thames,,,31.2,34.13477331,51,0.87329176
2126,Bughill Farm,No trend,Chalk,Thames,,,1635.5,962.895831,101,0.855812868
2127,Cullpeppers Dish,No trend,Corallian Limestone,South West,,,66.3,65.66658481,101,1.221918979
2128,Manor Farm South Creake,Slow decreasing,Chalk,Anglian,heterogeneous trends,heterogeneous trends,26.5,29.98501713,5001,0.484566293
2129,Mossy Bottom,No trend,Chalk,Southern,,,1392.8,1415.471164,1,0.911983788
2130,Westley Road,Slow decreasing,Lower Greensand,Anglian,heterogeneous trends,heterogeneous trends,60.2,509.4466004,5001,0.348989884
2131,Woolhampton,Slow increasing,Chalk,Thames,heterogeneous trends,homogeneous trends,118,193.9307009,51,0.567511854
2132,Hemsby,No trend,Crag,Anglian,,,300.6,215.4178271,1001,0.391483367
2133,Adelaide House,Slow increasing,Chalk,Thames,homogeneous trends,homogeneous trends,2975,12779.94134,251,0.020088786
2134,Little Ouseburn,No trend,Triassic Sandstone,North East,,,55.3,66.63873972,251,0.225933338
2135,Broadstairs Memorial,No trend,Chalk,Southern,,,3652.3,2882.109835,1001,0
2136,Swillbrook,Slow decreasing,Triassic Sandstone,North West,homogeneous trends,homogeneous trends,257.1,562.1807472,1,0.831933325
2137,The Warrens,No trend,Chalk,North East,,,73.5,163.8536222,51,0.555023484
2138,Morestead Hill,No trend,Chalk,Southern,,,159.3,376.8279621,1,0.982702917
2139,Cheriton Wood,Slow increasing,Chalk,Southern,heterogeneous trends,homogeneous trends,88.2,92.46992441,1,1.125932283
2142,Puxton 5,Slow increasing,Unallocated to aquifers,Midlands,no station nearby,no station nearby,3792.2,869.0724478,1001,0.350835174
2143,West Harlinghill Plantation,Slow decreasing,Chalk,Anglian,heterogeneous trends,heterogeneous trends,51.1,60.56370074,5001,0.330734246
2144,Eastfield Farm Easton,Slow increasing,Corallian Limestone,North East,no station nearby,heterogeneous trends,190,390.5760856,51,0.611690164
2145,Hammerpot Barn,No trend,Chalk,Southern,,,122.7,1136.758409,1001,0.07970864
2146,Burrough Green,Slow decreasing,Chalk,Anglian,homogeneous trends,homogeneous trends,74.5,77.51297223,1001,0.305811591
2149,Lower Chance Farm,Slow increasing,Chalk,Thames,heterogeneous trends,homogeneous trends,147.8,120.4857861,51,0.685463423
2150,Swanley School,No trend,Lower Greensand,Southern,,,4558.7,1220.373793,1,0.429663647
2152,Bootle,Slow increasing,Triassic Sandstone,North West,no station nearby,homogeneous trends,2710,2836.783184,101,0.363611378
2154,Grange Farm Aswarby,No trend,Oolites,Anglian,,,43.2,182.3077628,751,0.049055827
2155,Church House Hougham,No trend,Chalk,Southern,,,210.7,733.4069342,1001,0.873223741
2156,Valley Farm,Slow decreasing,Lower Greensand,Anglian,no station nearby,heterogeneous trends,61.5,54.05895581,1001,0.459696619
2157,Croxton Park Bescaby,Slow decreasing,Triassic Sandstone,Midlands,no station nearby,no station nearby,59.6,50.14461993,101,0.355531475
2158,Southey Barton,No trend,Triassic Sandstone,South West,,,82,84.16455698,51,0.159642889
2159,Little Hormeadbury Farm,No trend,Chalk,Thames,,,180.2,164.8166974,101,0.083838645
2160,Taylors,Slow increasing,Triassic Sandstone,North West,heterogeneous trends,heterogeneous trends,334.9,832.2830644,101,0.499770023
2161,Mitchells Farm,No trend,Lower Greensand,Anglian,,,114.5,185.4544924,5001,0.071684699
2162,Oakley Recreation Ground,No trend,Oolites,Anglian,,,200.4,523.3720109,251,0.2915168
2163,Bedfield,Slow decreasing,Chalk,Anglian,no station nearby,heterogeneous trends,49.9,54.44418371,1001,0.274500956
